epoch,train_loss,train_acc,val_loss,val_acc
1,1.0360625222022224,0.5801435139968514,0.9240569359635195,0.6440540873204269
2,0.9515172701185334,0.6294279508894924,0.9007928561905224,0.6515623076787818
3,0.9250883898225883,0.6412863634944632,0.8875831976063664,0.6596156213184224
4,0.9084482897010546,0.6471821218486458,0.8865103167589229,0.6507710432382058
5,0.8974917920740767,0.6505804333962155,0.8681997400831727,0.6601782982539431
6,0.8903038981500153,0.652569471388625,0.8574737616015538,0.6677392695750031
7,0.8837074277922818,0.6544113384085021,0.8570439867463464,0.6645917954669339
8,0.8788248887858641,0.6554147768575875,0.854445976546398,0.6675282657241828
9,0.8749796463480948,0.6562799637870214,0.849454979369074,0.666139157039616
10,0.8705365940192735,0.6578631666733562,0.847441905006525,0.6642928733449386
11,0.8665086199059594,0.6591341887088646,0.8439251606457385,0.66919871287651
12,0.8640469030414418,0.659642597523068,0.8442958818671593,0.6689701253714547
13,0.8617144812864179,0.6602134425074366,0.8435609127218304,0.666174324348086
14,0.859516264205107,0.6602089827809963,0.8389221058735582,0.6697965571205008
15,0.8572374044100014,0.6612926963060086,0.8417019224856918,0.6698493080832059
16,0.8557023389375099,0.6614487867314219,0.8371360008397258,0.6709922456084824
17,0.8538275510258118,0.6620107122629098,0.8362299425947696,0.6723110196761091
18,0.8524856772069844,0.6624031681896633,0.8341347148949126,0.6709570783000123
19,0.8511823934236278,0.6619750344513867,0.8344116222047016,0.6723286033303442
20,0.8498584228024181,0.6630542882499587,0.8388470747656951,0.6687942888291044
21,0.8489625328611993,0.663785683386181,0.8353915992194152,0.6712735840762427
22,0.8472706339170966,0.6629204964567473,0.8301850995650045,0.6740518014453764
23,0.846973835821744,0.6639462335380347,0.8319707716316866,0.6722934360218741
24,0.8463379342125297,0.6639596127173559,0.8307226085993612,0.6738232139403211
25,0.8446018571624054,0.6651325207711759,0.834085306174285,0.6708515763746021
